Individual,Chromosome,AA_Length,AB_Length,BB_Length
indiv2062,Chr28,3136125,7381162,0
indiv2062,Chr3,15167108,0,0
indiv2062,Chr4,220534,18433046,0
indiv2062,Chr5,18155548,841103,0
indiv2062,Chr6,492050,16024100,0
indiv2062,Chr7,7352908,6475399,0
indiv2062,Chr8,615342,15514869,0
indiv2062,Chr9,0,16747691,0
indiv2068,Chr1,2802170,17705494,0
indiv2068,Chr10,0,17400020,0
indiv2068,Chr11,0,19416464,0
indiv2068,Chr12,3594581,13879751,0
indiv2068,Chr13,13282939,4330062,0
indiv2068,Chr14,13294963,0,0
indiv2068,Chr15,18343020,0,0
indiv2068,Chr16,7921195,6249629,0
indiv2068,Chr17,12612215,4132938,0
indiv2068,Chr18,14021440,1507471,0
indiv2068,Chr19,14409373,0,0
indiv2068,Chr2,8358306,0,0
indiv2068,Chr20,12328710,0,0
indiv2068,Chr21,11335188,3817123,0
indiv2068,Chr22,17961388,478370,0
indiv2068,Chr23,11314776,9981228,0
indiv2068,Chr24,17253891,0,0
indiv2068,Chr25,145331,13873000,0
indiv2068,Chr26,4617875,5542132,0
indiv2068,Chr27,7841003,2948200,0
indiv2068,Chr28,6938344,3473346,0
indiv2068,Chr3,15167108,0,0
indiv2068,Chr4,15591859,2964073,0
indiv2068,Chr5,15916211,3067447,0
indiv2068,Chr6,2226457,14115734,0
indiv2068,Chr7,6922034,6809157,0
indiv2068,Chr8,16130156,0,0
indiv2068,Chr9,16742382,0,0
indiv2069,Chr1,17985178,2526058,0
indiv2069,Chr10,151510,17400260,0
indiv2069,Chr11,6730129,13663626,0
indiv2069,Chr12,3149237,14309758,0
indiv2069,Chr13,309249,17303835,0
indiv2069,Chr14,1878705,11259201,0
indiv2069,Chr15,699062,17644814,0
indiv2069,Chr16,0,14272594,0
indiv2069,Chr17,0,16803578,0
indiv2069,Chr18,1742663,13120714,0
indiv2069,Chr19,12421104,2315587,0
indiv2069,Chr2,43776,8156507,0
indiv2069,Chr20,0,11913000,0
indiv2069,Chr21,15010505,225235,0
indiv2069,Chr22,13580343,4860491,0
indiv2069,Chr23,19540014,1740601,0
indiv2069,Chr24,17082036,0,0
indiv2069,Chr25,13937688,0,0
indiv2069,Chr26,3392799,7940886,0
indiv2069,Chr27,4711765,6165155,0
indiv2069,Chr28,0,10544606,0
indiv2069,Chr3,14457609,709499,0
indiv2069,Chr4,15179200,3474380,0
indiv2069,Chr5,11848440,6874610,0
indiv2069,Chr6,16024100,492050,0
indiv2069,Chr7,505969,13364640,0
indiv2069,Chr8,10353532,5754706,0
indiv2069,Chr9,16742382,0,0
indiv2070,Chr1,8059266,0,12375500
indiv2070,Chr10,0,17400260,0
indiv2070,Chr11,20103575,289032,0
indiv2070,Chr12,305475,17168857,0
indiv2070,Chr13,633445,16355862,0
indiv2070,Chr14,9602397,3672337,0
indiv2070,Chr15,16470812,1771192,0
indiv2070,Chr16,11076272,3148677,0
indiv2070,Chr17,16513729,289621,0
indiv2070,Chr18,843672,14686102,0
indiv2070,Chr19,4027732,10702474,0
indiv2070,Chr2,8358306,0,0
indiv2070,Chr20,5817378,6474640,0
indiv2070,Chr21,0,15235267,0
indiv2070,Chr22,17314607,479152,0
indiv2070,Chr23,0,20957266,0
indiv2070,Chr24,17160186,93705,0
indiv2070,Chr25,145331,13873025,0
indiv2070,Chr26,11344520,92048,0
indiv2070,Chr27,173100,10706694,0
indiv2070,Chr28,4118147,6308342,0
indiv2070,Chr3,11286000,3877093,0
indiv2070,Chr4,4780296,13873180,0
indiv2070,Chr5,15235040,3460902,0
indiv2070,Chr6,16024100,492802,0
indiv2070,Chr7,11503346,2304216,0
indiv2070,Chr8,15514814,615342,0
indiv2070,Chr9,425669,16322022,0
indiv2071,Chr1,11903963,0,8344483
indiv2071,Chr10,0,17400260,0
indiv2071,Chr11,2566528,17825235,0
indiv2071,Chr12,1519588,15935666,0
indiv2071,Chr13,13195349,4068798,0
indiv2071,Chr14,1244818,12033958,0
indiv2071,Chr15,5691979,12651244,0
indiv2071,Chr16,0,14274141,0
indiv2071,Chr17,16513729,290086,0
indiv2071,Chr18,12754359,2775371,0
indiv2071,Chr19,0,14741089,0
indiv2071,Chr2,0,8232010,0
indiv2071,Chr20,11950647,0,0
indiv2071,Chr21,15235267,0,0
indiv2071,Chr22,5338567,13101191,0
indiv2071,Chr23,15603028,5685538,0
indiv2071,Chr24,17253891,0,0
indiv2071,Chr25,2078805,11939567,0
indiv2071,Chr26,7849808,3576855,0
indiv2071,Chr27,0,10880033,0
indiv2071,Chr28,8381401,2092396,0
indiv2071,Chr3,7489291,7652646,0
indiv2071,Chr4,18653139,0,0
indiv2071,Chr5,9648469,9348190,0
indiv2071,Chr6,12196326,4319824,0
indiv2071,Chr7,0,13870609,0
indiv2071,Chr8,0,16130156,0
indiv2071,Chr9,0,16747691,0
indiv2073,Chr1,7870186,12694147,0
indiv2073,Chr10,17551530,0,0
indiv2073,Chr11,5267173,15116529,0
indiv2073,Chr12,8473405,8921968,0
indiv2073,Chr13,17613001,0,0
indiv2073,Chr14,6714467,6529189,0
indiv2073,Chr15,17643958,699062,0
indiv2073,Chr16,3142567,10935044,0
indiv2073,Chr17,289621,16513957,0
indiv2073,Chr18,0,15529730,0
indiv2073,Chr19,0,14741089,0
indiv2073,Chr2,8208637,43776,0
indiv2073,Chr20,12328710,0,0
indiv2073,Chr21,15235267,473,0
indiv2073,Chr22,478370,17961388,0
indiv2073,Chr23,10178629,11116868,0
indiv2073,Chr24,0,17161298,0
indiv2073,Chr25,13873000,145331,0
indiv2073,Chr26,1273102,10057833,0
indiv2073,Chr27,10706694,172817,0
indiv2073,Chr28,133521,10410896,0
indiv2073,Chr3,0,15167108,0
indiv2073,Chr4,18433046,220093,0
indiv2073,Chr5,839791,18155548,0
indiv2073,Chr6,13813423,2658894,0
indiv2073,Chr7,11588519,1812911,0
indiv2073,Chr8,6243814,9866332,0
indiv2073,Chr9,425669,16316713,0
indiv2077,Chr1,0,20564333,0
indiv2077,Chr10,3252082,12887616,0
indiv2077,Chr11,2568612,17824554,0
indiv2077,Chr12,16908464,305475,0
indiv2077,Chr13,7152754,10456231,0
indiv2077,Chr14,5552353,7744752,0
indiv2077,Chr15,7400767,10928433,0
indiv2077,Chr16,0,14274920,0
indiv2077,Chr17,8232350,8571693,0
indiv2077,Chr18,843672,14685949,0
indiv2077,Chr19,0,14741089,0
indiv2077,Chr2,0,8358966,0
indiv2077,Chr20,5369150,6959560,0
indiv2077,Chr21,0,15235740,0
indiv2077,Chr22,17961388,478370,0
indiv2077,Chr23,4124748,17141779,0
indiv2077,Chr24,16062536,1097650,0
indiv2077,Chr25,2604095,11327332,0
indiv2077,Chr26,0,11437005,0
indiv2077,Chr27,2123860,8755673,0
indiv2077,Chr28,0,10544606,0
indiv2077,Chr3,0,15167544,0
indiv2077,Chr4,0,18653139,0
indiv2077,Chr5,7714724,11265573,0
indiv2077,Chr6,3153164,13363738,0
indiv2077,Chr7,2504447,11351411,0
indiv2077,Chr8,7796131,8329882,0
indiv2077,Chr9,13958963,2744326,0
indiv2078,Chr1,0,0,20284127
indiv2078,Chr10,0,17400020,0
indiv2078,Chr11,6105225,14251816,0
indiv2078,Chr12,0,17473388,0
indiv2078,Chr13,16292065,309399,0
indiv2078,Chr14,2683259,10611704,0
indiv2078,Chr15,0,18343020,0
indiv2078,Chr16,13688337,123958,0
indiv2078,Chr17,16513729,0,0
indiv2078,Chr18,843672,14073964,0
indiv2078,Chr19,0,13900419,0
indiv2078,Chr2,7423837,46478,0
indiv2078,Chr20,378063,11951056,0
indiv2078,Chr21,0,15235267,0
indiv2078,Chr22,0,18439758,0
indiv2078,Chr23,20155769,1071674,0
indiv2078,Chr24,7109625,8883470,0
indiv2078,Chr25,0,14018356,0
indiv2078,Chr26,2035922,9342581,0
indiv2078,Chr27,0,10879511,0
indiv2078,Chr28,10410896,133521,0
indiv2078,Chr3,709499,14458045,0
indiv2078,Chr4,18433046,220534,0
indiv2078,Chr5,12680978,6155648,0
indiv2078,Chr6,492050,16024163,0
indiv2078,Chr7,8716454,5152368,0
indiv2078,Chr8,12538754,2853036,0
indiv2078,Chr9,15797286,0,0
indiv2079,Chr1,12564953,0,7850448
indiv2079,Chr10,0,17400020,0
indiv2079,Chr11,0,20393166,0
indiv2079,Chr12,0,17474332,0
indiv2079,Chr13,17303835,309249,0
indiv2079,Chr14,13294963,0,0
indiv2079,Chr15,699265,17644814,0
indiv2079,Chr16,14148636,123958,0
indiv2079,Chr17,10542528,6226499,0
indiv2079,Chr18,6775515,8733537,0
indiv2079,Chr19,0,14741089,0
indiv2079,Chr2,8314530,46478,0
indiv2079,Chr20,12328710,0,0
indiv2079,Chr21,12033104,3202163,0
indiv2079,Chr22,7801231,10639031,0
indiv2079,Chr23,0,21296004,0
indiv2079,Chr24,8271060,7364712,0
indiv2079,Chr25,145372,13873000,0
indiv2079,Chr26,0,11076824,0
indiv2079,Chr27,10706694,172817,0
indiv2079,Chr28,7986013,2468616,0
indiv2079,Chr3,10658762,4477619,0
indiv2079,Chr4,220534,18433383,0
indiv2079,Chr5,0,18996728,0
indiv2079,Chr6,7504309,8977364,0
indiv2079,Chr7,13869396,0,0
indiv2079,Chr8,615342,15514869,0
indiv2079,Chr9,16316713,425669,0
indiv2080,Chr1,0,20284127,0
indiv2080,Chr10,17400020,0,0
indiv2080,Chr11,20392018,0,0
indiv2080,Chr12,305475,17167913,0
indiv2080,Chr13,17303752,309399,0
indiv2080,Chr14,13295668,0,0
indiv2080,Chr15,18343020,0,0
indiv2080,Chr16,123958,14150183,0
indiv2080,Chr17,11444199,5358351,0
indiv2080,Chr18,5965072,9564549,0
indiv2080,Chr19,14565517,175572,0
indiv2080,Chr2,43776,8315190,0
indiv2080,Chr20,11950647,378063,0
indiv2080,Chr21,224762,15010978,0
indiv2080,Chr22,17961388,479152,0
indiv2080,Chr23,15101875,6194484,0
indiv2080,Chr24,8242484,8553058,0
indiv2080,Chr25,145372,13873000,0
indiv2080,Chr26,5350155,6017906,0
indiv2080,Chr27,6071778,4722995,0
indiv2080,Chr28,8501806,1956634,0
indiv2080,Chr3,10515766,4614342,0
indiv2080,Chr4,11184113,7469026,0
indiv2080,Chr5,839791,18155556,0
indiv2080,Chr6,4319824,12196389,0
indiv2080,Chr7,9709025,4122599,0
indiv2080,Chr8,615342,15514814,0
indiv2080,Chr9,13606745,2674046,0
indiv2081,Chr1,17938632,0,2046338
indiv2081,Chr10,0,16371930,0
indiv2081,Chr11,6571131,13491262,0
indiv2081,Chr12,6192091,11011131,0
indiv2081,Chr13,3250822,14362179,0
indiv2081,Chr14,13294963,0,0
indiv2081,Chr15,3675378,14564992,0
indiv2081,Chr16,14148636,123958,0
indiv2081,Chr17,289621,16513729,0
indiv2081,Chr18,14685949,843672,0
indiv2081,Chr19,2733529,11948260,0
indiv2081,Chr2,8196874,43776,0
indiv2081,Chr20,11950647,0,0
indiv2081,Chr21,226372,15010505,0
indiv2081,Chr22,13101191,5338567,0
indiv2081,Chr23,12680072,8616287,0
indiv2081,Chr24,17120152,0,0
indiv2081,Chr25,4377643,9640393,0
indiv2081,Chr26,92005,11344957,0
indiv2081,Chr27,8123031,2680333,0
indiv2081,Chr28,10544417,0,0
indiv2081,Chr3,15167108,0,0
indiv2081,Chr4,11309479,7329695,0
indiv2081,Chr5,18155548,841172,0
indiv2081,Chr6,8955446,7520113,0
indiv2081,Chr7,13363427,505969,0
indiv2081,Chr8,16130156,0,0
indiv2081,Chr9,15803519,0,0
indiv2082,Chr1,14712267,0,5534031
indiv2082,Chr10,0,17400260,0
indiv2082,Chr11,20103575,289591,0
indiv2082,Chr12,305475,17167913,0
indiv2082,Chr13,10849833,6742769,0
indiv2082,Chr14,12835654,0,0
indiv2082,Chr15,0,17643958,0
indiv2082,Chr16,0,14274141,0
indiv2082,Chr17,13977061,2418719,0
indiv2082,Chr18,8545563,6957361,0
indiv2082,Chr19,3104787,11604993,0
indiv2082,Chr2,43776,8315190,0
indiv2082,Chr20,1334565,10774906,0
indiv2082,Chr21,224762,15010978,0
indiv2082,Chr22,1406107,17016073,0
indiv2082,Chr23,20957266,338738,0
indiv2082,Chr24,15093041,2130246,0
indiv2082,Chr25,145372,13873025,0
indiv2082,Chr26,0,11436962,0
indiv2082,Chr27,9102457,1777293,0
indiv2082,Chr28,7845228,2663163,0
indiv2082,Chr3,4056483,11104956,0
indiv2082,Chr4,18433046,220093,0
indiv2082,Chr5,841133,18155556,0
indiv2082,Chr6,16019745,492050,0
indiv2082,Chr7,1595811,11788044,0
indiv2082,Chr8,4293114,11787598,0
indiv2082,Chr9,0,16753924,0
indiv2083,Chr1,20284127,0,0
indiv2083,Chr10,16472185,0,0
indiv2083,Chr11,0,20104723,0
indiv2083,Chr12,7722091,9740927,0
indiv2083,Chr13,9681916,7931168,0
indiv2083,Chr14,13295668,0,0
indiv2083,Chr15,699265,17643958,0
indiv2083,Chr16,0,13510547,0
indiv2083,Chr17,6067308,10368160,0
indiv2083,Chr18,843672,14362686,0
indiv2083,Chr19,14565517,175685,0
indiv2083,Chr2,46478,7906105,0
indiv2083,Chr20,11950647,0,0
indiv2083,Chr21,15235267,0,0
indiv2083,Chr22,479152,17961682,0
indiv2083,Chr23,20957266,338738,0
indiv2083,Chr24,14795491,2446240,0
indiv2083,Chr25,13873000,145372,0
indiv2083,Chr26,10213892,1188346,0
indiv2083,Chr27,9895765,979509,0
indiv2083,Chr28,10544606,0,0
indiv2083,Chr3,8853503,6303736,0
indiv2083,Chr4,1912197,16727985,0
indiv2083,Chr5,1355875,17636567,0
indiv2083,Chr6,0,16516213,0
indiv2083,Chr7,1746991,12093355,0
indiv2083,Chr8,0,16130211,0
indiv2083,Chr9,14415953,2176732,0
indiv2084,Chr1,8442865,11841262,0
indiv2084,Chr10,17400020,0,0
indiv2084,Chr11,14084078,6270472,0
indiv2084,Chr12,4344464,13053078,0
indiv2084,Chr13,9779287,7679252,0
indiv2084,Chr14,5187907,8079546,0
indiv2084,Chr15,3559992,14629215,0
indiv2084,Chr16,123958,13574721,0
indiv2084,Chr17,16513729,0,0
indiv2084,Chr18,15529621,0,0
indiv2084,Chr19,14741089,0,0
indiv2084,Chr2,43776,8314530,0
indiv2084,Chr20,2564545,9667298,0
indiv2084,Chr21,224762,15010505,0
indiv2084,Chr22,17961388,479152,0
indiv2084,Chr23,11315028,9981583,0
indiv2084,Chr24,17020509,0,0
indiv2084,Chr25,10380007,3398610,0
indiv2084,Chr26,92048,11344957,0
indiv2084,Chr27,8136847,2709944,0
indiv2084,Chr28,2842161,7655763,0
indiv2084,Chr3,12241025,2913210,0
indiv2084,Chr4,220093,18433046,0
indiv2084,Chr5,0,18996689,0
indiv2084,Chr6,0,16516902,0
indiv2084,Chr7,0,13869396,0
indiv2084,Chr8,2151176,13940726,0
indiv2084,Chr9,16742382,0,0
indiv2085,Chr1,0,20284127,0
indiv2085,Chr10,0,17551530,0
indiv2085,Chr11,19118862,288443,0
indiv2085,Chr12,4613614,12859774,0
indiv2085,Chr13,0,17613084,0
indiv2085,Chr14,9785128,2683259,0
indiv2085,Chr15,0,17638163,0
indiv2085,Chr16,0,14272594,0
indiv2085,Chr17,0,16804043,0
indiv2085,Chr18,12324291,2585881,0
indiv2085,Chr19,0,14741520,0
indiv2085,Chr2,0,8358306,0
indiv2085,Chr20,10884142,1444977,0
indiv2085,Chr21,224762,15010505,0
indiv2085,Chr22,1418810,17017118,0
indiv2085,Chr23,0,21296004,0
indiv2085,Chr24,17160186,84558,0
indiv2085,Chr25,14018372,0,0
indiv2085,Chr26,92005,11344520,0
indiv2085,Chr27,10706694,173100,0
indiv2085,Chr28,10544417,0,0
indiv2085,Chr3,15167108,0,0
indiv2085,Chr4,18653139,0,0
indiv2085,Chr5,15871918,3064329,0
indiv2085,Chr6,492802,16024100,0
indiv2085,Chr7,0,13869396,0
indiv2085,Chr8,0,16130156,0
indiv2085,Chr9,0,16747691,0
indiv2086,Chr1,13462280,0,6685058
indiv2086,Chr10,13288158,3246593,0
indiv2086,Chr11,6765484,13607558,0
indiv2086,Chr12,0,17474332,0
indiv2086,Chr13,7769322,9708532,0
indiv2086,Chr14,2683964,10613141,0
indiv2086,Chr15,0,18343876,0
indiv2086,Chr16,11541829,2579385,0
indiv2086,Chr17,0,16803578,0
indiv2086,Chr18,0,15529730,0
indiv2086,Chr19,0,14741520,0
indiv2086,Chr2,0,8164026,0
indiv2086,Chr20,2676957,9193446,0
indiv2086,Chr21,224762,15010505,0
indiv2086,Chr22,15013460,3390240,0
indiv2086,Chr23,0,21296004,0
indiv2086,Chr24,15108128,2146445,0
indiv2086,Chr25,3705476,10124119,0
indiv2086,Chr26,0,11437005,0
indiv2086,Chr27,0,10879750,0
indiv2086,Chr28,0,10544951,0
indiv2086,Chr3,14457609,709499,0
indiv2086,Chr4,12262661,6369934,0
indiv2086,Chr5,6432476,12561450,0
indiv2086,Chr6,16024100,492050,0
indiv2086,Chr7,505969,13363427,0
indiv2086,Chr8,15514814,615342,0
indiv2086,Chr9,13468182,2913808,0
indiv2088,Chr1,19415256,0,610754
indiv2088,Chr10,16676338,0,0
indiv2088,Chr11,288443,20104723,0
indiv2088,Chr12,0,17473571,0
indiv2088,Chr13,1257139,16355945,0
indiv2088,Chr14,11433354,1847455,0
indiv2088,Chr15,0,18343876,0
indiv2088,Chr16,14148636,123958,0
indiv2088,Chr17,16803350,0,0
indiv2088,Chr18,6604894,8910494,0
indiv2088,Chr19,6822066,7919023,0
indiv2088,Chr2,8301782,43776,0
indiv2088,Chr20,12328710,0,0
indiv2088,Chr21,10177174,5010812,0
indiv2088,Chr22,17961388,478370,0
indiv2088,Chr23,21296004,0,0
indiv2088,Chr24,93705,17161298,0
indiv2088,Chr25,1082820,12934316,0
indiv2088,Chr26,2027520,9355682,0
indiv2088,Chr27,10706694,172817,0
indiv2088,Chr28,10544417,0,0
indiv2088,Chr3,13538943,1501892,0
indiv2088,Chr4,7688004,10964020,0
indiv2088,Chr5,0,18996681,0
indiv2088,Chr6,16024100,492802,0
indiv2088,Chr7,13869425,0,0
indiv2088,Chr8,16130307,0,0
indiv2088,Chr9,2439325,14277554,0
indiv2090,Chr1,18989842,1294285,0
indiv2090,Chr10,0,17400260,0
indiv2090,Chr11,2566528,17805176,0
indiv2090,Chr12,0,17474332,0
indiv2090,Chr13,5398071,12138072,0
indiv2090,Chr14,10611704,2683259,0
indiv2090,Chr15,18343020,0,0
indiv2090,Chr16,13372356,0,0
indiv2090,Chr17,0,16513957,0
indiv2090,Chr18,14685949,843672,0
indiv2090,Chr19,1473547,13261809,0
indiv2090,Chr2,43776,8314530,0
indiv2090,Chr20,0,11818907,0
indiv2090,Chr21,0,15010505,0
indiv2090,Chr22,17961388,478370,0
indiv2090,Chr23,15464150,5737685,0
indiv2090,Chr24,16105799,0,0
indiv2090,Chr25,0,13873000,0
indiv2090,Chr26,0,11436525,0
indiv2090,Chr27,8093300,2693526,0
indiv2090,Chr28,133521,10410896,0
indiv2090,Chr3,2216584,12928968,0
indiv2090,Chr4,18433046,220534,0
indiv2090,Chr5,839791,18155548,0
indiv2090,Chr6,0,16516150,0
indiv2090,Chr7,2509974,10797315,0
indiv2090,Chr8,8291202,7800480,0
indiv2090,Chr9,14173514,2556646,0
indiv2091,Chr1,20284127,0,0
indiv2091,Chr10,0,17400260,0
indiv2091,Chr11,0,20393166,0
indiv2091,Chr12,0,17473388,0
indiv2091,Chr13,0,16979556,0
indiv2091,Chr14,0,10152395,0
indiv2091,Chr15,13693459,3950499,0
indiv2091,Chr16,0,14272594,0
indiv2091,Chr17,1337973,15465377,0
indiv2091,Chr18,4799933,10672795,0
indiv2091,Chr19,175572,14565517,0
indiv2091,Chr2,0,8358966,0
indiv2091,Chr20,11696421,378063,0
indiv2091,Chr21,0,15010505,0
indiv2091,Chr22,0,18439758,0
indiv2091,Chr23,733939,20494409,0
indiv2091,Chr24,14405601,2848972,0
indiv2091,Chr25,145372,13873000,0
indiv2091,Chr26,3403634,5542930,0
indiv2091,Chr27,1071342,9506299,0
indiv2091,Chr28,0,10544606,0
indiv2091,Chr3,12129045,2948637,0
indiv2091,Chr4,4756400,13897076,0
indiv2091,Chr5,841133,18155548,0
indiv2091,Chr6,12667085,3645214,0
indiv2091,Chr7,5206288,8617247,0
indiv2091,Chr8,16130156,0,0
indiv2091,Chr9,11571949,5170433,0
indiv2092,Chr1,2861420,17290788,0
indiv2092,Chr10,11771083,5501362,0
indiv2092,Chr11,0,20392018,0
indiv2092,Chr12,17167913,305475,0
indiv2092,Chr13,309249,17303752,0
indiv2092,Chr14,10611704,2683259,0
indiv2092,Chr15,18033739,0,0
indiv2092,Chr16,123958,14148636,0
indiv2092,Chr17,15363466,1056447,0
indiv2092,Chr18,8900932,6520496,0
indiv2092,Chr19,0,14741520,0
indiv2092,Chr2,1529475,6629056,0
indiv2092,Chr20,378063,11951056,0
indiv2092,Chr21,0,15235267,0
indiv2092,Chr22,17961388,478370,0
indiv2092,Chr23,5756342,15250360,0
indiv2092,Chr24,11908325,3587315,0
indiv2092,Chr25,145331,13873000,0
indiv2092,Chr26,7243697,3752691,0
indiv2092,Chr27,10706313,172817,0
indiv2092,Chr28,133521,10410896,0
indiv2092,Chr3,14457609,709499,0
indiv2092,Chr4,3786076,14719601,0
indiv2092,Chr5,17712081,841133,0
indiv2092,Chr6,2103097,14413053,0
indiv2092,Chr7,5158655,8107843,0
indiv2092,Chr8,615342,15514814,0
indiv2092,Chr9,0,16742382,0
indiv2094,Chr1,20284127,0,0
indiv2094,Chr10,3246593,13084026,0
indiv2094,Chr11,5355593,14859358,0
indiv2094,Chr12,305475,17167913,0
indiv2094,Chr13,4068798,13125110,0
indiv2094,Chr14,2683964,10611704,0
indiv2094,Chr15,17643958,699062,0
indiv2094,Chr16,14272594,0,0
indiv2094,Chr17,289621,16513729,0
indiv2094,Chr18,14685949,843672,0
indiv2094,Chr19,8749641,5991448,0
indiv2094,Chr2,43776,8314530,0
indiv2094,Chr20,0,12329119,0
indiv2094,Chr21,8032735,7197024,0
indiv2094,Chr22,18439758,0,0
indiv2094,Chr23,338990,20941635,0
indiv2094,Chr24,8218429,6948298,0
indiv2094,Chr25,145331,13873025,0
indiv2094,Chr26,11344520,92048,0
indiv2094,Chr27,6822102,3875086,0
indiv2094,Chr28,10410896,133521,0
indiv2094,Chr3,1903703,13263841,0
indiv2094,Chr4,220093,18433046,0
indiv2094,Chr5,18155548,839791,0
indiv2094,Chr6,492050,16024163,0
indiv2094,Chr7,4399304,9222452,0
indiv2094,Chr8,615342,14541067,0
indiv2094,Chr9,16316713,0,0
indiv2095,Chr1,7224837,0,13059290
indiv2095,Chr10,7845553,9533299,151510
indiv2095,Chr11,0,20392018,0
indiv2095,Chr12,12719974,4753414,0
indiv2095,Chr13,0,17148824,0
indiv2095,Chr14,10611704,2683259,0
indiv2095,Chr15,6477084,11842392,0
indiv2095,Chr16,4397782,8441473,0
indiv2095,Chr17,2234815,14562586,0
indiv2095,Chr18,0,15529621,0
indiv2095,Chr19,11364205,3335817,0
indiv2095,Chr2,8314530,43776,0
indiv2095,Chr20,9103140,2844010,0
indiv2095,Chr21,12382854,2854496,0
indiv2095,Chr22,10023312,8416446,0
indiv2095,Chr23,20957266,338738,0
indiv2095,Chr24,93705,17161298,0
indiv2095,Chr25,0,14018372,0
indiv2095,Chr26,0,11437005,0
indiv2095,Chr27,10673448,172817,0
indiv2095,Chr28,3271623,7232595,0
indiv2095,Chr3,11270535,3877093,0
indiv2095,Chr4,17726465,220093,0
indiv2095,Chr5,18996728,0,0
indiv2095,Chr6,16516902,0,0
indiv2095,Chr7,13869425,0,0
indiv2095,Chr8,15711668,0,0
indiv2095,Chr9,16316713,0,0
indiv2096,Chr1,16870068,3385200,0
indiv2096,Chr10,15529392,1870628,0
indiv2096,Chr11,0,20392018,0
indiv2096,Chr12,15629064,1817884,0
indiv2096,Chr13,0,17613084,0
indiv2096,Chr14,10611704,2683964,0
indiv2096,Chr15,18343020,0,0
indiv2096,Chr16,14272594,0,0
indiv2096,Chr17,1056447,15427976,0
indiv2096,Chr18,843672,14686102,0
indiv2096,Chr19,14565517,175572,0
indiv2096,Chr2,43776,8314530,0
indiv2096,Chr20,0,12328736,0
indiv2096,Chr21,0,15235267,0
indiv2096,Chr22,0,18440052,0
indiv2096,Chr23,0,21296359,0
indiv2096,Chr24,11878393,5376610,0
indiv2096,Chr25,145331,13873025,0
indiv2096,Chr26,11344520,92005,0
indiv2096,Chr27,10879794,0,0
indiv2096,Chr28,2255803,8286127,0
indiv2096,Chr3,14457609,710061,0
indiv2096,Chr4,18653139,0,0
indiv2096,Chr5,841133,18155548,0
indiv2096,Chr6,15960165,492802,0
indiv2096,Chr7,12015308,1833496,0
indiv2096,Chr8,16094777,0,0
indiv2096,Chr9,425669,16316713,0
indiv2097,Chr1,9472979,10811148,0
indiv2097,Chr10,17400020,0,0
indiv2097,Chr11,16896106,3441776,0
indiv2097,Chr12,14944962,2529370,0
indiv2097,Chr13,17613001,0,0
indiv2097,Chr14,2683259,10613141,0
indiv2097,Chr15,5615096,12566070,0
indiv2097,Chr16,0,14274141,0
indiv2097,Chr17,5752592,10987426,0
indiv2097,Chr18,8582364,6899316,0
indiv2097,Chr19,14565517,175572,0
indiv2097,Chr2,8277294,0,0
indiv2097,Chr20,12328736,0,0
indiv2097,Chr21,15235267,0,0
indiv2097,Chr22,478370,17961388,0
indiv2097,Chr23,20957266,338738,0
indiv2097,Chr24,8547866,8553058,0
indiv2097,Chr25,10876508,2659289,0
indiv2097,Chr26,92048,11344957,0
indiv2097,Chr27,0,10879750,0
indiv2097,Chr28,1217965,9326452,0
indiv2097,Chr3,0,15167544,0
indiv2097,Chr4,0,18653139,0
indiv2097,Chr5,1381,18995339,0
indiv2097,Chr6,0,16516965,0
indiv2097,Chr7,6656125,7113765,0
indiv2097,Chr8,615342,15322751,0
indiv2097,Chr9,16316713,0,0
indiv2099,Chr1,14733042,0,5397266
indiv2099,Chr10,2804517,14595503,0
indiv2099,Chr11,19472008,289032,0
indiv2099,Chr12,14737989,2659007,0
indiv2099,Chr13,14406565,3206436,0
indiv2099,Chr14,2683259,10611704,0
indiv2099,Chr15,0,18343876,0
indiv2099,Chr16,12373387,1899207,0
indiv2099,Chr17,0,16803350,0
indiv2099,Chr18,3242202,12287419,0
indiv2099,Chr19,5991448,8749641,0
indiv2099,Chr2,0,8358306,0
indiv2099,Chr20,11950647,378063,0
indiv2099,Chr21,1977249,13258491,0
indiv2099,Chr22,10023312,8416446,0
indiv2099,Chr23,4028553,17267451,0
indiv2099,Chr24,0,17244966,0
indiv2099,Chr25,0,14018331,0
indiv2099,Chr26,0,11436962,0
indiv2099,Chr27,4718318,6071778,0
indiv2099,Chr28,0,10544606,0
indiv2099,Chr3,14132985,709499,0
indiv2099,Chr4,18653139,0,0
indiv2099,Chr5,2695281,16301439,0
indiv2099,Chr6,16516150,0,0
indiv2099,Chr7,505969,13047236,0
indiv2099,Chr8,13030165,2484649,0
indiv2099,Chr9,2738354,13972920,0
indiv2100,Chr1,9216133,0,10681532
indiv2100,Chr10,2804517,14595503,0
indiv2100,Chr11,1671663,18691481,0
indiv2100,Chr12,17473388,0,0
indiv2100,Chr13,309399,16839575,0
indiv2100,Chr14,0,13295668,0
indiv2100,Chr15,10212486,8130737,0
indiv2100,Chr16,14272594,0,0
indiv2100,Chr17,16803350,0,0
indiv2100,Chr18,15529621,0,0
indiv2100,Chr19,14741089,0,0
indiv2100,Chr2,8089994,0,0
indiv2100,Chr20,11950647,0,0
indiv2100,Chr21,15236877,0,0
indiv2100,Chr22,18440540,0,0
